Unnamed: 0.1,Year_leisure,Period_leisure,Label_leisure,Value_leisure,date,Year_service,Period_service,Label_service,Value_service,Unnamed: 0,name,year,start date,end date,type,distance,size,smoke estimate,start_date_ym,end_date_ym
40413,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72203,LINDEN 355 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,113.36093194117724,6.850594772287945,3.015107927076329,2011-05,2011-10
40414,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72204,HENDERSON 471 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,174.31598782659697,6.805454873353014,3.0097602276162454,2011-05,2011-10
40415,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72205,WOODVILLE 693 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,249.39132274436423,6.79928302433968,3.0068158777032803,2011-05,2011-10
40416,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72206,HENDERSON 304 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,168.30722882615044,6.784340172629178,3.010077315484228,2011-05,2011-10
40417,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72207,LINDEN 504 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,176.0401754485231,6.756592843071018,3.0095952427135684,2011-05,2011-10
40418,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72208,LINDEN 674 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,177.31560357380957,6.7015383017732,3.009448602050106,2011-05,2011-10
40419,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72209,LINDEN 104 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,118.86278779770842,6.6690955703238,3.0140268785838886,2011-05,2011-10
40420,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72210,LINDEN 394 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,129.4157558554803,6.636488265406438,3.0128200933138647,2011-05,2011-10
40422,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72212,LIVINGSTON 954 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,171.5316085052523,6.49655354865545,3.0094684495838218,2011-05,2011-10
40423,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72213,LINDEN 459 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,107.14810730273337,6.463323375318858,3.0150803489161446,2011-05,2011-10
40424,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72214,HENDERSON 272 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,179.853841019537,6.4577116535567285,3.008976332694578,2011-05,2011-10
40425,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72215,WALNUT SPRINGS (1),2011,2011-05-01,2011-10-31,Likely Wildfire,55.17405447596016,6.4287880663606645,3.0291295796884103,2011-05,2011-10
40426,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72216,HENDERSON 441 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,150.92376731120495,6.427849973553013,3.0106475111376905,2011-05,2011-10
40427,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72217,LIVINGSTON 1009 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,182.7593874460944,6.416297045048723,3.0087769732853547,2011-05,2011-10
40428,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72218,LINDEN 634 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,146.75735406334348,6.331257528488118,3.010785247473451,2011-05,2011-10
40429,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72219,HENDERSON 624 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,101.5626551571848,6.322792832011405,3.015563773963535,2011-05,2011-10
40430,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72220,LINDEN 458 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,142.05928048632234,6.306220920032666,3.011097868612392,2011-05,2011-10
40431,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72221,LIVINGSTON 5 1 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,131.12432464541698,6.299890290451284,3.012011292160107,2011-05,2011-10
40432,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72222,HENDERSON 420 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,137.72716967618163,6.276062796743105,3.011392201719347,2011-05,2011-10
40433,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72223,LIVINGSTON 513 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,139.0231130979636,6.269786416161437,3.011274719498878,2011-05,2011-10
40434,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72224,LIVINGSTON 655 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,176.95410444158398,6.254935642835568,3.008836946255887,2011-05,2011-10
40435,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72225,LIVINGSTON 535 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,181.207179985184,6.240728522668082,3.008609935493696,2011-05,2011-10
40436,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72226,LINDEN 405 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,151.36746377499233,6.21749112143689,3.010268869819143,2011-05,2011-10
40437,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72227,LINDEN 259 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,163.92767721382845,6.203920848673695,3.0094613688092786,2011-05,2011-10
40438,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72228,HENDERSON 335 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,123.69679141354167,6.180273765561564,3.0124907721836127,2011-05,2011-10
40439,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72229,LINDEN 650 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,118.39249626402042,6.175125090153971,3.0130395195747526,2011-05,2011-10
40440,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72230,LINDEN 279 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,110.74669432973388,6.174105223099411,3.0139374481118075,2011-05,2011-10
40441,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72231,LINDEN 228 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,154.99967051974053,7.401343368417028,3.011937675969889,2011-05,2011-10
40442,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72232,LINDEN 502 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,160.92881094264942,6.16847674484112,3.0095826171657967,2011-05,2011-10
40443,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72233,LINDEN 595 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,142.03182422617195,6.162728930624236,3.0108474438109214,2011-05,2011-10
40444,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72234,GORBETT (1),2011,2011-05-01,2011-10-31,Likely Wildfire,172.78677908330977,6.119965115350681,3.008854793676662,2011-05,2011-10
40445,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72235,LINDEN 647 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,113.43271397467596,6.09635670004067,3.013436063738636,2011-05,2011-10
40446,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72236,LINDEN 561 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,157.76575915519777,7.895945278047705,3.012512134002221,2011-05,2011-10
40447,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72237,LINDEN 656 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,182.51198370795493,6.058221030614557,3.0082983880120286,2011-05,2011-10
40448,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72238,HENDERSON 460 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,115.49396106733413,6.055389225148022,3.0131075884167173,2011-05,2011-10
40449,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72239,HENDERSON 288 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,182.8294171098333,6.029322341665963,3.0082444642073707,2011-05,2011-10
40450,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72240,LINDEN 69 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,154.9282153340059,6.011329994951387,3.0097001859570764,2011-05,2011-10
40451,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72241,HENDERSON (1),2011,2011-05-01,2011-10-31,Likely Wildfire,127.1940146881584,5.984012611383992,3.0117615845094106,2011-05,2011-10
40452,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72242,HENDERSON 306 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,136.35787156459278,5.982408243442018,3.010968212129595,2011-05,2011-10
40453,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72243,LIVINGSTON 906 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,159.4357959165972,5.954300478830306,3.009336517631751,2011-05,2011-10
40454,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72244,HENDERSON 264 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,122.9630594927275,5.929423984521905,3.012055295324025,2011-05,2011-10
40455,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72245,LIVINGSTON 532 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,148.20429510368257,5.928042774021837,3.009999782344153,2011-05,2011-10
40456,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72246,LINDEN 257 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,151.6533170165687,5.910603458744999,3.009743610583373,2011-05,2011-10
40458,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72248,LINDEN 234 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,137.65133942431166,5.888330065911193,3.0106942839977755,2011-05,2011-10
40459,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72249,LINDEN 555 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,174.03961580075602,6.701111867298295,3.009625842708952,2011-05,2011-10
40460,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72250,LIVINGSTON 837 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,124.46481747279974,5.827997317836035,3.011706113896623,2011-05,2011-10
40461,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72251,LIVINGSTON 745 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,210.3323492813505,5.756987892009192,3.0068427276066654,2011-05,2011-10
40462,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72252,LINDEN 285 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,91.39871984266264,5.750310357782484,3.0157286403126906,2011-05,2011-10
40463,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72253,LINDEN 239 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,137.97302720095408,5.740497725766159,3.0104014854247656,2011-05,2011-10
40464,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72254,HENDERSON 259 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,157.3840390250782,5.73784689354633,3.0091144040543907,2011-05,2011-10
40465,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72255,HENDERSON 518 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,182.1567653970298,5.737657020034838,3.007874614219693,2011-05,2011-10
40466,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72256,LINDEN 490 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,158.3415317085851,5.723462297036968,3.009036577825284,2011-05,2011-10
40467,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72257,LIVINGSTON 736 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,202.9294746466914,5.71370696988609,3.0070390304067875,2011-05,2011-10
40468,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72258,LINDEN (1),2011,2011-05-01,2011-10-31,Likely Wildfire,181.38881963192404,6.337420743993026,3.008734580164385,2011-05,2011-10
40469,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72259,LINDEN 388 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,143.5422567326656,5.66530504955721,3.0098669638796824,2011-05,2011-10
40470,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72260,LINDEN 662 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,88.36179940867136,5.651590607166783,3.0159899148868288,2011-05,2011-10
40471,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72261,LIVINGSTON 691 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,216.7098510639992,5.638990700409654,3.0065052311566864,2011-05,2011-10
40472,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72262,LIVINGSTON 937 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,111.9004128335512,5.624240960910062,3.0125652819737043,2011-05,2011-10
40473,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72263,LIVINGSTON 173 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,175.43957133259588,5.622006739637422,3.008011315088344,2011-05,2011-10
40474,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72264,LINDEN 461 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,167.37236280595246,5.560633788752187,3.0083057825311323,2011-05,2011-10
40475,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72265,LINDEN 127 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,166.0305302339038,5.5353283396009445,3.0083348049479257,2011-05,2011-10
40476,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72266,LIVINGSTON 709 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,146.0342501123267,5.525136072020673,3.009458630540046,2011-05,2011-10
40477,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72267,HENDERSON 396 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,123.98405042253576,5.4628479327968416,3.0110152231560825,2011-05,2011-10
40478,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72268,HENDERSON 552 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,157.27417887946967,5.403742005806421,3.008589684022365,2011-05,2011-10
40479,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72269,LIVINGSTON 760 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,116.54737205686372,5.377418505959947,3.011534834314704,2011-05,2011-10
40480,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72270,LINDEN 161 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,164.17703030806098,5.371069473727895,3.0081787772985806,2011-05,2011-10
40482,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72272,HENDERSON 222 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,111.80721572961788,5.348899216799665,3.011960093948084,2011-05,2011-10
40483,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72273,HENDERSON 284 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,164.99174890714772,5.342501517178989,3.008095104077273,2011-05,2011-10
40484,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72274,LIVINGSTON 717 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,173.23998593902374,5.320972333027215,3.007678614588003,2011-05,2011-10
40485,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72275,HENDERSON 506 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,152.18957969207068,5.627053573087526,3.0092434935172188,2011-05,2011-10
40486,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72276,HENDERSON 261 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,133.13099672590252,5.287899852105372,3.009929881061044,2011-05,2011-10
40487,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72277,LIVINGSTON 610 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,193.41518674531812,5.269843462748692,3.006811568873452,2011-05,2011-10
40488,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72278,LINDEN 648 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,138.98576269218407,5.248783097327794,3.0094412244025173,2011-05,2011-10
40489,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72279,HENDERSON 322 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,104.0857680470066,5.231772124903321,3.0125660122009683,2011-05,2011-10
40491,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72281,LINDEN 511 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,111.19727185560572,5.219527855662386,3.011734837933884,2011-05,2011-10
40492,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72282,LIVINGSTON 763 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,120.4017703377286,5.21932386378992,3.010837307144965,2011-05,2011-10
40494,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72284,HENDERSON 455 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,162.78383100999818,7.113904446557357,3.0109253855288003,2011-05,2011-10
40495,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72285,LINDEN 11 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,133.974723717423,5.161921151970579,3.009632266835008,2011-05,2011-10
40496,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72286,HENDERSON 034 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,128.16405751964032,5.157160391319212,3.010059685396838,2011-05,2011-10
40497,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72287,LIVINGSTON 065 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,201.008271540492,5.148399887088816,3.0064032189417285,2011-05,2011-10
40498,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72288,LIVINGSTON 244 1 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,195.997894469468,5.139670008964919,3.006555771967445,2011-05,2011-10
40499,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72289,LINDEN 699 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,138.37105697299182,5.137146067318024,3.0092814678511863,2011-05,2011-10
40500,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72290,WOODVILLE 477 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,223.5767285537331,5.132137451479987,3.005738675805705,2011-05,2011-10
40501,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72291,LINDEN 335 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,180.17912451403376,5.128732518463384,3.0071161580625616,2011-05,2011-10
40502,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72292,LINDEN 245 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,168.875151192731,5.12097238554743,3.0075810034060355,2011-05,2011-10
40503,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72293,HENDERSON 301 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,132.72249006761174,5.085509522873787,3.009579215851592,2011-05,2011-10
40504,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72294,LINDEN 271 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,176.92779079385517,5.076162201127575,3.0071726467876405,2011-05,2011-10
40505,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72295,LINDEN 453 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,173.22312109248512,5.074363030161141,3.007323449372921,2011-05,2011-10
40506,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72296,LINDEN (1),2011,2011-05-01,2011-10-31,Likely Wildfire,165.05759349314695,5.0612676434448085,3.007665911540833,2011-05,2011-10
40507,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72297,HENDERSON 286 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,144.4836552253316,5.054220772551631,3.0087453158017583,2011-05,2011-10
40508,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72298,HENDERSON 125 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,127.06977550321636,5.033216629221551,3.0099024662027007,2011-05,2011-10
40509,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72299,LINDEN 325 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,169.48611258244216,4.982833047926024,3.0073499134707897,2011-05,2011-10
40510,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72300,HENDERSON 543 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,131.8628545951183,4.878923057306124,3.0092499951413285,2011-05,2011-10
40511,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72301,LIVINGSTON 663 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,213.6267275017664,4.8752341172407965,3.005705318541193,2011-05,2011-10
40512,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72302,HENDERSON 517 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,132.22420563305204,4.8496824733007085,3.009169430154792,2011-05,2011-10
40513,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72303,LIVINGSTON 999 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,159.91843350029694,4.843245552686591,3.0075714310206108,2011-05,2011-10
40515,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72305,HENDERSON 250 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,122.7353888853646,4.827342232842957,3.009832824657752,2011-05,2011-10
40516,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72306,LIVINGSTON 335 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,139.50007839108383,4.827103740205848,3.008650718687543,2011-05,2011-10
40517,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72307,LIVINGSTON 108 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,195.3620026416198,4.823096942056032,3.006171999770733,2011-05,2011-10
40518,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72308,LINDEN 640 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,152.20537220572496,4.776080825630586,3.007844796731576,2011-05,2011-10
40519,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72309,LINDEN 258 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,171.54986779063296,6.7791284876343525,3.009879238869347,2011-05,2011-10
40520,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72310,HENDERSON 337 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,149.36573984748088,4.7005144766542974,3.00786745755997,2011-05,2011-10
40521,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72311,LIVINGSTON 831 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,231.2780496253564,4.655505282512239,3.0050323682792786,2011-05,2011-10
40522,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72312,LINDEN 343 1 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,142.79658189975768,5.655999077717579,3.0099021961913768,2011-05,2011-10
40524,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72314,LIVINGSTON 896 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,123.00249440469096,4.611354132696315,3.0093724809301925,2011-05,2011-10
40525,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72315,LINDEN 352 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,176.80151386850866,4.60682913754242,3.006514125694886,2011-05,2011-10
40526,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72316,LINDEN 381 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,172.93225234930378,4.591784884505747,3.0066381268128497,2011-05,2011-10
40527,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72317,LINDEN 440 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,177.80214666250754,4.587555718806964,3.0064503660457973,2011-05,2011-10
40529,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72319,LIVINGSTON 619 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,203.0310612590289,4.580837408165703,3.0056405623107114,2011-05,2011-10
40530,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72320,LIVINGSTON 910 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,207.15855112964147,4.548190498798639,3.005488779577282,2011-05,2011-10
40531,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72321,LIVINGSTON 790 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,209.57369837366844,4.541823887054695,3.005417931642067,2011-05,2011-10
40532,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72322,HENDERSON 204 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,115.65786981591104,4.494890093325464,3.009715919246308,2011-05,2011-10
40533,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72323,HENDERSON 228 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,133.8123396048201,4.486851429099157,3.0083827310738864,2011-05,2011-10
40535,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72325,HENDERSON 351 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,175.40419506500874,4.440267969719709,3.0063286228246624,2011-05,2011-10
40536,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72326,LINDEN 421 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,159.7156344137024,11.313906886301346,3.017709454255736,2011-05,2011-10
40537,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72327,LIVINGSTON 891 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,193.27372677327432,4.43058413167935,3.005730970532892,2011-05,2011-10
40538,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72328,LINDEN 153 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,129.7680171417911,4.426615198792157,3.008527939503683,2011-05,2011-10
40539,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72329,HENDERSON 260 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,178.7954433217459,4.417942168562327,3.006177369633257,2011-05,2011-10
40540,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72330,LINDEN 186 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,165.36334840089592,4.406253896491159,3.0066614729610595,2011-05,2011-10
40541,2011,M10,Oct,16200.0,2011-10-01,2011,M10,Oct,122400.0,72331,LINDEN 415 (1),2011,2011-05-01,2011-10-31,Likely Wildfire,184.5140178203163,4.368184698120322,3.0059184997835424,2011-05,2011-10
